GENESIS-Tabelle: 23211-0004
Gestorbene: Deutschland, Jahre, Todesursachen, Geschlecht,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Altersgruppen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Todesursachenstatistik;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gestorbene (Anzahl);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht
1998;Vorsätzliche Selbstbeschädigung;-;34;223;365;524;725;767;831;768;672;846;687;528;479;408;286;432;-;-;16;71;84;122;175;182;226;231;215;298;271;214;264;261;186;253;-
1999;Vorsätzliche Selbstbeschädigung;-;26;230;364;492;640;802;779;716;566;749;650;546;475;440;237;368;-;-;9;56;77;117;147;229;210;236;202;287;295;206;257;302;183;264;-
2000;Vorsätzliche Selbstbeschädigung;-;25;206;369;410;592;744;817;759;615;708;735;561;522;405;269;394;-;-;8;66;71;94;146;181;211;232;207;263;288;228;241;259;194;245;-
2001;Vorsätzliche Selbstbeschädigung;-;37;207;386;379;604;784;826;795;653;654;720;538;501;444;287;373;-;-;11;54;70;96;125;211;199;229;227;234;285;228;235;262;221;281;-
2002;Vorsätzliche Selbstbeschädigung;-;16;254;355;329;572;742;837;786;716;532;696;566;560;461;323;361;-;-;8;60;81;88;130;198;251;238;218;220;302;229;261;244;259;270;-
2003;Vorsätzliche Selbstbeschädigung;-;17;179;358;388;479;758;817;804;777;581;704;612;518;465;376;346;-;-;6;65;90;99;126;197;225;230;233;214;271;239;201;262;260;253;-
2004;Vorsätzliche Selbstbeschädigung;-;16;172;346;379;440;670;828;749;749;565;710;631;506;514;372;292;-;-;7;47;82;95;85;181;208;214;223;187;253;257;209;262;242;242;-
2005;Vorsätzliche Selbstbeschädigung;-;18;167;312;340;390;586;790;764;732;597;536;611;520;488;367;305;-;-;8;47;70;62;109;163;230;225;221;193;277;265;203;207;247;210;-
2006;Vorsätzliche Selbstbeschädigung;-;20;157;297;320;309;525;718;705;701;568;530;668;547;488;365;307;-;-;9;45;67;78;76;157;198;251;223;183;194;246;202;181;221;209;-
2007;Vorsätzliche Selbstbeschädigung;-;15;149;299;330;324;430;703;721;682;566;439;654;554;511;335;297;-;-;9;47;63;68;77;150;180;207;204;185;170;243;197;189;179;225;-
2008;Vorsätzliche Selbstbeschädigung;-;11;160;296;308;322;450;661;768;719;614;426;595;560;496;331;322;-;-;6;50;80;86;70;126;179;245;211;195;146;237;190;191;181;219;-
2009;Vorsätzliche Selbstbeschädigung;-;12;147;297;325;316;407;667;790;770;636;452;609;587;456;403;354;-;-;9;47;75;69;78;106;194;264;229;192;158;250;193;160;151;213;-
2010;Vorsätzliche Selbstbeschädigung;-;22;143;331;399;336;397;676;760;770;660;520;543;632;478;420;378;-;-;6;46;86;81;96;94;193;249;269;208;166;238;237;183;182;222;-
2011;Vorsätzliche Selbstbeschädigung;-;12;130;330;342;340;386;591;827;777;757;544;530;706;522;437;415;-;-;9;42;79;79;108;98;176;238;243;199;179;183;241;223;171;230;-
2012;Vorsätzliche Selbstbeschädigung;-;11;139;300;336;362;327;593;747;740;678;558;452;614;542;464;424;-;-;9;45;76;90;97;99;176;267;267;248;179;191;252;202;174;231;-
2013;Vorsätzliche Selbstbeschädigung;-;6;119;272;349;389;383;498;744;795;693;585;443;655;577;470;471;-;-;12;46;65;79;109;99;164;263;277;227;211;185;251;234;178;227;-
2014;Vorsätzliche Selbstbeschädigung;-;20;137;260;356;394;359;484;745;853;691;604;445;668;650;462;496;-;-;8;57;64;86;96;103;151;245;301;244;203;182;224;220;173;228;-
2015;Vorsätzliche Selbstbeschädigung;-;6;133;243;340;380;356;458;658;792;768;548;406;580;681;517;531;-;-;13;63;73;87;105;110;163;237;290;266;209;184;247;253;163;218;-
2016;Vorsätzliche Selbstbeschädigung;-;9;139;262;316;398;357;429;670;775;710;600;477;491;714;502;525;-;-;8;66;66;93;96;76;108;254;291;254;207;152;188;228;167;210;-
2017;Vorsätzliche Selbstbeschädigung;-;16;132;233;295;342;369;346;602;735;701;550;490;421;644;568;541;-;-;12;52;70;57;105;92;98;160;291;231;196;160;155;231;152;188;-
2018;Vorsätzliche Selbstbeschädigung;-;8;132;276;300;339;357;348;522;767;739;558;508;431;675;559;592;-;-;5;47;62;76;93;86;115;165;288;255;175;159;155;220;192;192;-
2019;Vorsätzliche Selbstbeschädigung;-;11;121;235;289;329;367;381;451;667;707;600;490;413;649;578;554;-;-;11;42;51;72;88;82;100;148;257;224;212;163;160;200;197;192;-
2020;Vorsätzliche Selbstbeschädigung;-;15;105;260;292;338;391;375;395;662;706;623;542;423;507;678;632;-;-;10;50;68;74;92;109;111;130;234;284;186;144;131;215;200;224;-
__________
"Todesursachen:
Die ausgewählten Todesursachen ermöglichen einen zeitlichen
Vergleich nach der Umstellung der ICD-Systematik(1980-1997
ICD9, ab 1998 ICD-10).
""Insgesamt"" enthält die Angaben zu allen Gestorbenen eines
Berichtsjahres."
© Statistisches Bundesamt (Destatis), 2022
Stand: 01.05.2022 / 23:23:47
